id,state_ut_name,year,jail_type,male_convicts,female_convicts,total_convicts,male_under_trial,female_under_trial,total_under_trial,male_detenues,female_detenues,total_detenues,male_others,female_others,total_others,total_male,total_female,grand_total
3162,Chandigarh,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,Chandigarh,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,Chandigarh,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,Chandigarh,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,Chandigarh,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,Chandigarh,2012,Total,246,15,261,447,26,473,0,0,0,0,0,0,693,41,734
3168,D & N Haveli,2001,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,D & N Haveli,2001,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,D & N Haveli,2001,Sub_Jail,8,0,8,153,5,158,0,0,0,0,0,0,161,5,166
3171,D & N Haveli,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,D & N Haveli,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,D & N Haveli,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,D & N Haveli,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,D & N Haveli,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,D & N Haveli,2001,Total,8,0,8,153,5,158,0,0,0,0,0,0,161,5,166
3177,D & N Haveli,2002,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,D & N Haveli,2002,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,D & N Haveli,2002,Sub_Jail,4,1,5,154,1,155,0,0,0,0,0,0,158,2,160
3180,D & N Haveli,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,D & N Haveli,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,D & N Haveli,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,D & N Haveli,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,D & N Haveli,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,D & N Haveli,2002,Total,4,1,5,154,1,155,0,0,0,0,0,0,158,2,160
3186,D & N Haveli,2003,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,D & N Haveli,2003,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,D & N Haveli,2003,Sub_Jail,0,0,0,172,0,172,0,0,0,0,0,0,172,0,172
3189,D & N Haveli,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,D & N Haveli,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,D & N Haveli,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,D & N Haveli,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,D & N Haveli,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,D & N Haveli,2003,Total,0,0,0,172,0,172,0,0,0,0,0,0,172,0,172
3195,D & N Haveli,2004,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,D & N Haveli,2004,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,D & N Haveli,2004,Sub_Jail,0,0,0,33,0,33,0,0,0,0,0,0,33,0,33
3198,D & N Haveli,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,D & N Haveli,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,D & N Haveli,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,D & N Haveli,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,D & N Haveli,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,D & N Haveli,2004,Total,0,0,0,33,0,33,0,0,0,0,0,0,33,0,33
3204,D & N Haveli,2005,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,D & N Haveli,2005,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,D & N Haveli,2005,Sub_Jail,0,0,0,29,0,29,0,0,0,0,0,0,29,0,29
3207,D & N Haveli,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,D & N Haveli,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,D & N Haveli,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,D & N Haveli,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,D & N Haveli,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,D & N Haveli,2005,Total,0,0,0,29,0,29,0,0,0,0,0,0,29,0,29
3213,D & N Haveli,2006,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,D & N Haveli,2006,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,D & N Haveli,2006,Sub_Jail,0,0,0,33,0,33,0,0,0,0,0,0,33,0,33
3216,D & N Haveli,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,D & N Haveli,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,D & N Haveli,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,D & N Haveli,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,D & N Haveli,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,D & N Haveli,2006,Total,0,0,0,33,0,33,0,0,0,0,0,0,33,0,33
3222,D & N Haveli,2007,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,D & N Haveli,2007,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,D & N Haveli,2007,Sub_Jail,0,0,0,28,0,28,0,0,0,0,0,0,28,0,28
3225,D & N Haveli,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,D & N Haveli,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,D & N Haveli,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,D & N Haveli,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,D & N Haveli,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,D & N Haveli,2007,Total,0,0,0,28,0,28,0,0,0,0,0,0,28,0,28
3231,D & N Haveli,2008,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,D & N Haveli,2008,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,D & N Haveli,2008,Sub_Jail,11,0,11,32,3,35,0,0,0,0,0,0,43,3,46
3234,D & N Haveli,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,D & N Haveli,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,D & N Haveli,2008,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,D & N Haveli,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,D & N Haveli,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,D & N Haveli,2008,Total,11,0,11,32,3,35,0,0,0,0,0,0,43,3,46
3240,D & N Haveli,2009,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,D & N Haveli,2009,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,D & N Haveli,2009,Sub_Jail,2,0,2,52,2,54,0,0,0,0,0,0,54,2,56
3243,D & N Haveli,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,D & N Haveli,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,D & N Haveli,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,D & N Haveli,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,D & N Haveli,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,D & N Haveli,2009,Total,2,0,2,52,2,54,0,0,0,0,0,0,54,2,56
3249,D & N Haveli,2010,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,D & N Haveli,2010,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,D & N Haveli,2010,Sub_Jail,0,0,0,42,0,42,0,0,0,0,0,0,42,0,42
3252,D & N Haveli,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,D & N Haveli,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,D & N Haveli,2010,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,D & N Haveli,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,D & N Haveli,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,D & N Haveli,2010,Total,0,0,0,42,0,42,0,0,0,0,0,0,42,0,42
3258,D & N Haveli,2011,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,D & N Haveli,2011,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,D & N Haveli,2011,Sub_Jail,0,0,0,23,2,25,0,0,0,0,0,0,23,2,25
3261,D & N Haveli,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,D & N Haveli,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,D & N Haveli,2011,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,D & N Haveli,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,D & N Haveli,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,D & N Haveli,2011,Total,0,0,0,23,2,25,0,0,0,0,0,0,23,2,25
3267,D & N Haveli,2012,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,D & N Haveli,2012,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,D & N Haveli,2012,Sub_Jail,0,0,0,35,2,37,0,0,0,0,0,0,35,2,37
3270,D & N Haveli,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,D & N Haveli,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,D & N Haveli,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,D & N Haveli,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,D & N Haveli,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,D & N Haveli,2012,Total,0,0,0,35,2,37,0,0,0,0,0,0,35,2,37
3276,Daman & Diu,2001,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,Daman & Diu,2001,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,Daman & Diu,2001,Sub_Jail,23,0,23,17,1,18,0,0,0,0,0,0,40,1,41
3279,Daman & Diu,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,Daman & Diu,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,Daman & Diu,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,Daman & Diu,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,Daman & Diu,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,Daman & Diu,2001,Total,23,0,23,17,1,18,0,0,0,0,0,0,40,1,41
3285,Daman & Diu,2002,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,Daman & Diu,2002,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3287,Daman & Diu,2002,Sub_Jail,13,0,13,20,0,20,0,0,0,0,0,0,33,0,33
3288,Daman & Diu,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3289,Daman & Diu,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,Daman & Diu,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,Daman & Diu,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,Daman & Diu,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,Daman & Diu,2002,Total,13,0,13,20,0,20,0,0,0,0,0,0,33,0,33
3294,Daman & Diu,2003,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,Daman & Diu,2003,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,Daman & Diu,2003,Sub_Jail,13,0,13,20,0,20,0,0,0,0,0,0,33,0,33
3297,Daman & Diu,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Daman & Diu,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,Daman & Diu,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,Daman & Diu,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Daman & Diu,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Daman & Diu,2003,Total,13,0,13,20,0,20,0,0,0,0,0,0,33,0,33
3303,Daman & Diu,2004,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,Daman & Diu,2004,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,Daman & Diu,2004,Sub_Jail,8,0,8,18,1,19,0,0,0,0,0,0,26,1,27
3306,Daman & Diu,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Daman & Diu,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Daman & Diu,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,Daman & Diu,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,Daman & Diu,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,Daman & Diu,2004,Total,8,0,8,18,1,19,0,0,0,0,0,0,26,1,27
3312,Daman & Diu,2005,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,Daman & Diu,2005,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,Daman & Diu,2005,Sub_Jail,11,0,11,23,1,24,0,0,0,0,0,0,34,1,35
3315,Daman & Diu,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,Daman & Diu,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,Daman & Diu,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,Daman & Diu,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,Daman & Diu,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,Daman & Diu,2005,Total,11,0,11,23,1,24,0,0,0,0,0,0,34,1,35
3321,Daman & Diu,2006,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,Daman & Diu,2006,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,Daman & Diu,2006,Sub_Jail,12,0,12,41,1,42,0,0,0,0,0,0,53,1,54
3324,Daman & Diu,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,Daman & Diu,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,Daman & Diu,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,Daman & Diu,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Daman & Diu,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,Daman & Diu,2006,Total,12,0,12,41,1,42,0,0,0,0,0,0,53,1,54
3330,Daman & Diu,2007,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,Daman & Diu,2007,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,Daman & Diu,2007,Sub_Jail,8,2,10,52,4,56,0,0,0,0,0,0,60,6,66
3333,Daman & Diu,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,Daman & Diu,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,Daman & Diu,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,Daman & Diu,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,Daman & Diu,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,Daman & Diu,2007,Total,8,2,10,52,4,56,0,0,0,0,0,0,60,6,66
3339,Daman & Diu,2008,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,Daman & Diu,2008,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,Daman & Diu,2008,Sub_Jail,14,2,16,26,1,27,0,0,0,0,0,0,40,3,43
3342,Daman & Diu,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,Daman & Diu,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,Daman & Diu,2008,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,Daman & Diu,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,Daman & Diu,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,Daman & Diu,2008,Total,14,2,16,26,1,27,0,0,0,0,0,0,40,3,43
3348,Daman & Diu,2009,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,Daman & Diu,2009,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,Daman & Diu,2009,Sub_Jail,15,1,16,24,0,24,0,0,0,0,0,0,39,1,40
3351,Daman & Diu,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,Daman & Diu,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,Daman & Diu,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,Daman & Diu,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,Daman & Diu,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,Daman & Diu,2009,Total,15,1,16,24,0,24,0,0,0,0,0,0,39,1,40
3357,Daman & Diu,2010,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Daman & Diu,2010,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,Daman & Diu,2010,Sub_Jail,13,1,14,16,0,16,0,0,0,0,0,0,29,1,30
3360,Daman & Diu,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,Daman & Diu,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,Daman & Diu,2010,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,Daman & Diu,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,Daman & Diu,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,Daman & Diu,2010,Total,13,1,14,16,0,16,0,0,0,0,0,0,29,1,30
3366,Daman & Diu,2011,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,Daman & Diu,2011,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,Daman & Diu,2011,Sub_Jail,11,1,12,17,0,17,0,0,0,0,0,0,28,1,29
3369,Daman & Diu,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,Daman & Diu,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,Daman & Diu,2011,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Daman & Diu,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Daman & Diu,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,Daman & Diu,2011,Total,11,1,12,17,0,17,0,0,0,0,0,0,28,1,29
3375,Daman & Diu,2012,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,Daman & Diu,2012,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,Daman & Diu,2012,Sub_Jail,13,1,14,10,1,11,0,0,0,0,0,0,23,2,25
3378,Daman & Diu,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,Daman & Diu,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,Daman & Diu,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,Daman & Diu,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,Daman & Diu,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,Daman & Diu,2012,Total,13,1,14,10,1,11,0,0,0,0,0,0,23,2,25
3384,Delhi,2001,Central Jail,2104,0,2104,8366,0,8366,49,0,49,0,0,0,10519,0,10519
3385,Delhi,2001,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,Delhi,2001,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,Delhi,2001,Women Jail,0,117,117,0,386,386,0,1,1,0,0,0,0,504,504
3388,Delhi,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,Delhi,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,Delhi,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,Delhi,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,Delhi,2001,Total,2104,117,2221,8366,386,8752,49,1,50,0,0,0,10519,504,11023
3393,Delhi,2002,Central Jail,2218,0,2218,9275,0,9275,51,0,51,0,0,0,11544,0,11544
3394,Delhi,2002,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,Delhi,2002,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,Delhi,2002,Women Jail,0,115,115,0,381,381,0,1,1,0,0,0,0,497,497
3397,Delhi,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Delhi,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,Delhi,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,Delhi,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,Delhi,2002,Total,2218,115,2333,9275,381,9656,51,1,52,0,0,0,11544,497,12041
3402,Delhi,2003,Central Jail,2152,0,2152,9431,0,9431,39,0,39,0,0,0,11622,0,11622
3403,Delhi,2003,District Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,Delhi,2003,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,Delhi,2003,Women Jail,0,114,114,0,435,435,0,1,1,0,0,0,0,550,550
3406,Delhi,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,Delhi,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,Delhi,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,Delhi,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,Delhi,2003,Total,2152,114,2266,9431,435,9866,39,1,40,0,0,0,11622,550,12172
3411,Delhi,2004,Central Jail,1774,0,1774,9688,0,9688,15,0,15,0,0,0,11477,0,11477
3412,Delhi,2004,District Jail,602,0,602,0,0,0,0,0,0,0,0,0,602,0,602
3413,Delhi,2004,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,Delhi,2004,Women Jail,0,132,132,0,399,399,0,0,0,0,0,0,0,531,531
3415,Delhi,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,Delhi,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,Delhi,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,Delhi,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,Delhi,2004,Total,2376,132,2508,9688,399,10087,15,0,15,0,0,0,12079,531,12610
3420,Delhi,2005,Central Jail,1412,0,1412,9415,0,9415,12,0,12,0,0,0,10839,0,10839
3421,Delhi,2005,District Jail,981,0,981,6,0,6,4,0,4,0,0,0,991,0,991
3422,Delhi,2005,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,Delhi,2005,Women Jail,0,117,117,0,370,370,0,0,0,0,0,0,0,487,487
3424,Delhi,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,Delhi,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Delhi,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Delhi,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,Delhi,2005,Total,2393,117,2510,9421,370,9791,16,0,16,0,0,0,11830,487,12317
3429,Delhi,2006,Central Jail,2233,0,2233,9129,0,9129,16,0,16,0,0,0,11378,0,11378
3430,Delhi,2006,District Jail,137,0,137,1422,0,1422,0,0,0,0,0,0,1559,0,1559
3431,Delhi,2006,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,Delhi,2006,Women Jail,0,79,79,0,383,383,0,1,1,0,0,0,0,463,463
3433,Delhi,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,Delhi,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,Delhi,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,Delhi,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,Delhi,2006,Total,2370,79,2449,10551,383,10934,16,1,17,0,0,0,12937,463,13400
3438,Delhi,2007,Central Jail,2072,0,2072,7429,0,7429,22,0,22,0,0,0,9523,0,9523
3439,Delhi,2007,District Jail,133,0,133,1463,0,1463,1,0,1,0,0,0,1597,0,1597
3440,Delhi,2007,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,Delhi,2007,Women Jail,0,63,63,0,422,422,0,0,0,0,0,0,0,485,485
3442,Delhi,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,Delhi,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,Delhi,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
